Income,Age,Sex,Race,Education,MaritalStatus,Employed
75000,36,F,White,Bachelors,Married,Yes
60000,35,F,Hispanic,Bachelors,Married,Yes
40000,28,F,White,Bachelors,Never Married,Yes
28000,38,F,White,Bachelors,Married,Yes
10000,26,F,Asian,Bachelors,Never Married,No
20000,32,F,White,Bachelors,Married,Yes
17000,28,F,White,Bachelors,Never Married,Yes
47000,31,F,Black,Bachelors,Married,Yes
36000,54,F,Hispanic,Bachelors,Divorced,Yes
50002,55,F,White,Bachelors,Married,Yes
62100,45,F,White,Bachelors,Married,Yes
30000,33,F,White,Bachelors,Married,Yes
39000,43,F,White,Bachelors,Divorced,Yes
70000,44,F,Hispanic,Bachelors,Married,Yes
8900,26,F,Asian,Bachelors,Never Married,Yes
1.00E+05,39,F,White,Bachelors,Married,Yes
30000,25,F,Asian,Bachelors,Married,Yes
83000,42,F,Asian,Bachelors,Married,Yes
30800,19,F,White,Bachelors,Married,No
56000,52,F,White,Bachelors,Married,Yes
37563,43,F,White,Bachelors,Never Married,Yes
80000,53,F,White,Bachelors,Married,Yes
55000,56,F,White,Bachelors,Separated,Yes
32000,46,F,White,Bachelors,Married,Yes
60002,31,F,White,Bachelors,Never Married,Yes
48000,40,F,White,Bachelors,Widowed,Yes
32000,28,F,Black,Bachelors,Never Married,Yes
143000,47,F,Black,Bachelors,Married,Yes
80000,51,F,White,Bachelors,Married,Yes
15000,54,F,Black,Bachelors,Married,Yes
5500,58,F,White,Bachelors,Married,Yes
22759,55,F,Other,Bachelors,Married,Yes
27000,34,F,White,Bachelors,Married,Yes
36002,55,F,Hispanic,Bachelors,Married,Yes
9600,41,F,Hispanic,Bachelors,Married,No
26100,63,F,White,Bachelors,Married,No
40000,42,F,White,Bachelors,Married,Yes
45000,44,F,White,Bachelors,Divorced,Yes
121000,41,F,White,Bachelors,Married,Yes
38000,35,F,White,Bachelors,Married,Yes
350,34,F,White,Bachelors,Married,Yes
32000,53,F,White,Bachelors,Married,Yes
1820,26,F,White,Bachelors,Never Married,Yes
2000,53,F,White,Bachelors,Married,No
44240,32,F,White,Bachelors,Married,Yes
23400,60,F,Asian,Bachelors,Never Married,Yes
1100,23,F,White,Bachelors,Never Married,Yes
12000,35,F,White,Bachelors,Married,Yes
55000,28,F,White,Bachelors,Married,Yes
23000,41,F,White,Bachelors,Divorced,Yes
90000,48,F,White,Bachelors,Never Married,No
88000,47,F,White,Bachelors,Married,Yes
1.00E+05,30,F,White,Bachelors,Married,Yes
29000,44,F,White,Bachelors,Married,Yes
67000,56,F,Black,Bachelors,Divorced,Yes
42000,38,F,White,Bachelors,Married,Yes
29000,28,F,Asian,Bachelors,Married,Yes
18000,41,F,White,Bachelors,Married,Yes
125000,34,F,White,Bachelors,Married,Yes
45000,45,F,White,Bachelors,Married,Yes
80000,50,F,Black,Bachelors,Married,Yes
20000,29,F,White,Bachelors,Never Married,Yes
9100,30,F,Black,Bachelors,Never Married,Yes
44000,48,F,White,Bachelors,Married,Yes
44000,37,F,White,Bachelors,Married,Yes
59000,32,F,White,Bachelors,Married,Yes
84000,62,F,Black,Bachelors,Never Married,No
30500,49,F,White,Bachelors,Divorced,Yes
54000,33,F,White,Bachelors,Married,Yes
30000,32,F,White,Bachelors,Married,Yes
52000,32,F,Hispanic,Bachelors,Never Married,Yes
4000,24,F,White,Bachelors,Never Married,Yes
10000,38,F,Black,Bachelors,Married,Yes
54000,63,F,Black,Bachelors,Never Married,Yes
40000,39,F,Hispanic,Bachelors,Married,Yes
20000,32,F,White,Bachelors,Married,Yes
16000,24,F,White,Bachelors,Never Married,Yes
22000,25,F,White,Bachelors,Never Married,Yes
45200,25,F,White,Bachelors,Never Married,Yes
95000,30,F,White,Bachelors,Never Married,Yes
65000,35,F,Asian,Bachelors,Married,Yes
50000,28,F,Asian,Bachelors,Never Married,Yes
5000,67,F,White,Bachelors,Divorced,Yes
25000,32,F,Hispanic,Bachelors,Never Married,Yes
44000,35,F,Hispanic,Bachelors,Divorced,Yes
60000,37,F,Hispanic,Bachelors,Never Married,Yes
40000,53,F,White,Bachelors,Divorced,Yes
52000,42,F,Asian,Bachelors,Married,Yes
54000,49,F,White,Bachelors,Married,Yes
28002,48,F,Hispanic,Bachelors,Married,Yes
31000,41,F,White,Bachelors,Never Married,Yes
1.00E+05,48,F,White,Bachelors,Married,Yes
2000,32,F,White,Bachelors,Married,Yes
300,33,F,Other,Bachelors,Never Married,No
38000,31,F,Asian,Bachelors,Married,Yes
118000,52,F,White,Bachelors,Married,Yes
55000,30,F,White,Bachelors,Married,Yes
35000,34,F,Black,Bachelors,Married,Yes
18500,32,F,Other,Bachelors,Married,Yes
40000,67,F,Other,Bachelors,Married,Yes
80000,48,F,White,Bachelors,Widowed,Yes
6000,36,F,White,Bachelors,Married,Yes
33000,54,F,Black,Bachelors,Married,Yes
78000,44,F,Asian,Bachelors,Married,Yes
67000,39,F,White,Bachelors,Married,Yes
22638,33,F,White,Bachelors,Never Married,Yes
40000,52,F,White,Bachelors,Married,Yes
35000,29,F,White,Bachelors,Married,Yes
36000,53,F,Black,Bachelors,Divorced,Yes
28000,33,F,Hispanic,Bachelors,Married,Yes
65000,42,F,White,Bachelors,Divorced,Yes
17000,34,F,Asian,Bachelors,Never Married,Yes
66500,45,F,White,Bachelors,Married,Yes
40000,25,F,White,Bachelors,Never Married,Yes
25000,41,F,White,Bachelors,Married,Yes
150000,55,F,Hispanic,Bachelors,Married,Yes
62000,29,F,White,Bachelors,Never Married,Yes
8000,22,F,Hispanic,Bachelors,Never Married,No
110000,35,F,Asian,Bachelors,Never Married,Yes
27000,22,F,Asian,Bachelors,Never Married,Yes
78000,42,F,White,Bachelors,Married,Yes
6500,42,F,White,Bachelors,Married,Yes
101390,46,F,Black,Bachelors,Married,Yes
45000,48,F,White,Bachelors,Married,Yes
41768,53,F,White,Bachelors,Married,Yes
82000,42,F,White,Bachelors,Married,Yes
15360,46,F,White,Bachelors,Divorced,Yes
18000,24,F,White,Bachelors,Never Married,Yes
40000,39,F,White,Bachelors,Married,Yes
5480,22,F,White,Bachelors,Never Married,Yes
40000,49,F,White,Bachelors,Married,Yes
15000,34,F,Asian,Bachelors,Married,Yes
60000,43,F,Hispanic,Bachelors,Married,Yes
52000,26,F,White,Bachelors,Never Married,Yes
102000,41,F,Hispanic,Bachelors,Married,Yes
58330,33,F,White,Bachelors,Married,Yes
6000,67,F,Black,Bachelors,Divorced,Yes
51000,59,F,White,Bachelors,Married,Yes
38000,48,F,White,Bachelors,Married,Yes
50000,30,F,White,Bachelors,Never Married,Yes
41000,54,F,Black,Bachelors,Married,Yes
44000,49,F,White,Bachelors,Married,Yes
40000,31,F,White,Bachelors,Married,Yes
60000,29,F,Asian,Bachelors,Married,Yes
42000,28,F,White,Bachelors,Married,Yes
22000,26,F,Asian,Bachelors,Never Married,Yes
150000,39,F,White,Bachelors,Never Married,Yes
40000,23,F,White,Bachelors,Never Married,Yes
90000,43,F,White,Bachelors,Married,Yes
60000,55,F,Asian,Bachelors,Married,Yes
13000,25,F,White,Bachelors,Married,Yes
6000,35,F,Hispanic,Bachelors,Married,Yes
70000,42,F,White,Bachelors,Married,Yes
70000,35,F,White,Bachelors,Never Married,Yes
38000,61,F,Black,Bachelors,Married,Yes
11000,28,F,Hispanic,Bachelors,Never Married,Yes
39000,25,F,White,Bachelors,Never Married,Yes
24000,47,F,White,Bachelors,Married,Yes
42000,58,F,White,Bachelors,Married,Yes
150000,39,F,White,Bachelors,Married,Yes
30000,38,F,White,Bachelors,Married,Yes
5600,38,F,Hispanic,Bachelors,Married,No
11300,36,F,White,Bachelors,Married,Yes
17000,52,F,White,Bachelors,Married,Yes
102000,51,F,White,Bachelors,Widowed,Yes
11000,48,F,White,Bachelors,Married,Yes
36000,66,F,White,Bachelors,Married,No
40,47,F,White,Bachelors,Married,No
60000,38,F,Black,Bachelors,Married,Yes
49900,36,F,White,Bachelors,Married,Yes
27000,41,F,White,Bachelors,Married,Yes
10000,46,F,Hispanic,Bachelors,Divorced,No
22150,26,F,White,Bachelors,Never Married,Yes
45000,39,F,White,Bachelors,Married,Yes
33000,23,F,Black,Bachelors,Never Married,Yes
88000,38,F,White,Bachelors,Married,Yes
145000,33,F,White,Bachelors,Married,Yes
64000,62,F,White,Bachelors,Divorced,Yes
55000,37,F,White,Bachelors,Married,Yes
42000,29,F,White,Bachelors,Never Married,Yes
60000,47,F,White,Bachelors,Married,Yes
88000,53,F,White,Bachelors,Married,Yes
23000,31,F,Asian,Bachelors,Married,Yes
16000,37,F,Black,Bachelors,Never Married,Yes
25000,24,F,White,Bachelors,Never Married,Yes
45800,50,F,White,Bachelors,Married,Yes
42200,62,F,White,Bachelors,Married,No
35000,27,F,White,Bachelors,Married,Yes
13000,51,F,White,Bachelors,Married,Yes
50000,63,F,Black,Bachelors,Never Married,Yes
4000,42,F,White,Bachelors,Married,Yes
60002,56,F,Hispanic,Bachelors,Married,No
35000,60,F,White,Bachelors,Married,Yes
56000,42,F,White,Bachelors,Married,Yes
45000,30,F,White,Bachelors,Married,Yes
35000,30,F,White,Bachelors,Married,Yes
58666,49,F,White,Bachelors,Married,Yes
56000,23,F,White,Bachelors,Never Married,No
1700,36,F,White,Bachelors,Married,Yes
25000,31,F,White,Bachelors,Never Married,Yes
50000,28,F,White,Bachelors,Married,Yes
9000,44,F,White,Bachelors,Married,Yes
18000,61,F,Asian,Bachelors,Married,Yes
50000,41,F,Hispanic,Bachelors,Married,Yes
92000,48,F,Hispanic,Bachelors,Divorced,Yes
76560,60,F,White,Bachelors,Married,Yes
110000,35,F,White,Bachelors,Never Married,Yes
1.00E+05,52,F,Black,Bachelors,Married,Yes
43000,26,F,White,Bachelors,Never Married,Yes
36000,55,F,White,Bachelors,Married,Yes
32000,59,F,White,Bachelors,Separated,Yes
15000,59,F,White,Bachelors,Married,Yes
15600,57,F,White,Bachelors,Married,Yes
59000,37,F,White,Bachelors,Married,Yes
25000,27,F,Hispanic,Bachelors,Never Married,Yes
50000,32,F,White,Bachelors,Married,Yes
80000,62,F,Black,Bachelors,Married,Yes
45000,34,F,White,Bachelors,Married,Yes
48000,48,F,Hispanic,Bachelors,Married,Yes
32200,24,F,Hispanic,Bachelors,Never Married,Yes
55000,32,F,Hispanic,Bachelors,Never Married,Yes
1500,22,F,White,Bachelors,Never Married,Yes
29000,49,F,White,Bachelors,Never Married,Yes
13000,44,F,White,Bachelors,Divorced,Yes
50000,37,F,White,Bachelors,Separated,Yes
85000,30,F,White,Bachelors,Married,Yes
75595,54,F,White,Bachelors,Never Married,Yes
55000,62,F,White,Bachelors,Widowed,Yes
25000,40,F,White,Bachelors,Divorced,Yes
50000,39,F,White,Bachelors,Married,Yes
18400,28,F,White,Bachelors,Married,No
30000,52,F,White,Bachelors,Married,Yes
1.00E+05,23,F,Asian,Bachelors,Never Married,Yes
1.00E+05,22,F,White,Bachelors,Never Married,Yes
13500,26,F,White,Bachelors,Never Married,Yes
55001,50,F,White,Bachelors,Married,Yes
30000,36,F,White,Bachelors,Married,Yes
27500,23,F,Asian,Bachelors,Never Married,Yes
20000,68,F,White,Bachelors,Married,Yes
47000,40,F,Black,Bachelors,Never Married,Yes
23000,36,F,Hispanic,Bachelors,Never Married,Yes
55002,61,F,White,Bachelors,Married,Yes
13400,66,F,White,Bachelors,Married,Yes
52000,37,F,Black,Bachelors,Married,Yes
72500,59,F,White,Bachelors,Married,Yes
60000,45,F,Asian,Bachelors,Married,Yes
8302,61,F,White,Bachelors,Married,Yes
1.00E+05,56,F,White,Bachelors,Married,Yes
37000,57,F,Hispanic,Bachelors,Divorced,Yes
28000,27,F,Black,Bachelors,Never Married,Yes
68000,51,F,White,Bachelors,Married,Yes
45000,38,F,Hispanic,Bachelors,Married,Yes
150000,39,F,White,Bachelors,Married,Yes
40000,61,F,Black,Bachelors,Married,Yes
41000,30,F,White,Bachelors,Married,Yes
22000,33,F,Black,Bachelors,Never Married,Yes
50000,36,F,White,Bachelors,Married,Yes
45400,48,F,Black,Bachelors,Married,Yes
4000,69,F,White,Bachelors,Married,No
23012,27,F,Asian,Bachelors,Never Married,Yes
70000,44,F,White,Bachelors,Never Married,Yes
35000,47,F,Hispanic,Bachelors,Divorced,Yes
145000,37,F,White,Bachelors,Never Married,Yes
3250,31,F,White,Bachelors,Never Married,Yes
27000,23,F,White,Bachelors,Married,Yes
26000,61,F,White,Bachelors,Married,Yes
32000,28,F,White,Bachelors,Never Married,Yes
30000,22,F,Asian,Bachelors,Never Married,No
13800,28,F,Hispanic,Bachelors,Never Married,Yes
600,52,F,White,Bachelors,Widowed,Yes
96000,57,F,White,Bachelors,Never Married,Yes
25000,39,F,White,Bachelors,Married,No
50000,36,F,White,Bachelors,Married,Yes
55000,42,F,White,Bachelors,Married,Yes
73672,57,F,White,Bachelors,Married,Yes
43000,30,F,Black,Bachelors,Divorced,Yes
85000,34,F,Hispanic,Bachelors,Married,Yes
1800,55,F,White,Bachelors,Married,Yes
8002,51,F,White,Bachelors,Married,Yes
40000,35,F,White,Bachelors,Married,Yes
31000,26,F,Hispanic,Bachelors,Never Married,Yes
38000,54,F,Black,Bachelors,Married,No
20000,33,F,White,Bachelors,Married,Yes
30000,54,F,White,Bachelors,Married,Yes
24000,68,F,White,Bachelors,Married,No
3000,59,F,Asian,Bachelors,Married,Yes
115000,42,F,Asian,Bachelors,Never Married,Yes
33000,26,F,Black,Bachelors,Never Married,Yes
55900,30,F,White,Bachelors,Separated,Yes
41002,24,F,White,Bachelors,Never Married,Yes
53000,29,F,White,Bachelors,Married,Yes
30000,45,F,Asian,Bachelors,Married,Yes
87500,61,F,White,Bachelors,Married,Yes
120000,30,F,White,Bachelors,Married,Yes
21000,29,F,Black,Bachelors,Never Married,Yes
54000,29,F,Hispanic,Bachelors,Never Married,Yes
22000,62,F,White,Bachelors,Divorced,Yes
30000,25,F,White,Bachelors,Never Married,Yes
52000,41,F,White,Bachelors,Married,Yes
68712,45,F,Hispanic,Bachelors,Divorced,Yes
90000,28,F,White,Bachelors,Married,Yes
55000,40,F,Asian,Bachelors,Never Married,Yes
42000,34,F,White,Bachelors,Married,Yes
43000,41,F,Black,Bachelors,Married,Yes
15000,30,F,White,Bachelors,Never Married,Yes
60000,50,F,White,Bachelors,Married,Yes
72000,23,F,White,Bachelors,Never Married,Yes
65000,48,F,Asian,Bachelors,Married,Yes
40000,25,F,White,Bachelors,Never Married,Yes
55000,34,F,Hispanic,Bachelors,Married,Yes
57000,62,F,White,Bachelors,Divorced,Yes
30000,55,F,White,Bachelors,Married,Yes
25000,30,F,White,Bachelors,Never Married,Yes
40000,64,F,Black,Bachelors,Separated,Yes
43000,29,F,Asian,Bachelors,Never Married,Yes
30000,30,F,Hispanic,Bachelors,Married,Yes
82000,57,F,White,Bachelors,Married,Yes
50000,57,F,Hispanic,Bachelors,Married,Yes
39000,35,F,Hispanic,Bachelors,Never Married,Yes
47000,60,F,White,Bachelors,Married,Yes
45000,47,F,White,Bachelors,Married,Yes
55000,44,F,White,Bachelors,Married,Yes
40000,37,F,White,Bachelors,Married,Yes
27000,40,F,Black,Bachelors,Divorced,Yes
45000,54,F,White,Bachelors,Married,Yes
8000,76,F,White,Bachelors,Widowed,Yes
40000,29,F,White,Bachelors,Separated,Yes
48000,27,F,White,Bachelors,Married,Yes
47000,55,F,White,Bachelors,Married,Yes
50000,51,F,Black,Bachelors,Widowed,Yes
40000,61,F,White,Bachelors,Widowed,Yes
45000,62,F,White,Bachelors,Married,Yes
45000,40,F,White,Bachelors,Married,Yes
35000,43,F,White,Bachelors,Married,Yes
40000,29,F,Hispanic,Bachelors,Divorced,Yes
45000,23,F,White,Bachelors,Never Married,Yes
40000,49,F,White,Bachelors,Married,Yes
29000,41,F,Black,Bachelors,Married,Yes
98000,50,F,Black,Bachelors,Never Married,No
75000,39,F,Asian,Bachelors,Married,Yes
35000,58,F,White,Bachelors,Married,Yes
2500,70,F,Black,Bachelors,Married,No
95000,44,F,White,Bachelors,Married,Yes
25000,26,F,White,Bachelors,Never Married,Yes
1000,29,F,White,Bachelors,Married,Yes
38000,28,F,White,Bachelors,Married,Yes
36000,29,F,Hispanic,Bachelors,Never Married,Yes
55000,50,F,White,Bachelors,Married,Yes
12500,56,F,White,Bachelors,Married,Yes
55000,54,F,White,Bachelors,Married,Yes
150000,40,F,White,Bachelors,Divorced,Yes
62000,26,F,Asian,Bachelors,Married,Yes
33000,57,F,Hispanic,Bachelors,Married,Yes
27000,75,F,Asian,Bachelors,Divorced,No
130000,63,F,White,Bachelors,Married,Yes
20000,55,F,White,Bachelors,Married,Yes
45000,55,F,White,Bachelors,Married,Yes
18246,49,F,White,Bachelors,Married,Yes
45000,32,F,Black,Bachelors,Divorced,Yes
50000,29,F,Black,Bachelors,Never Married,Yes
30000,34,F,Hispanic,Bachelors,Married,Yes
20000,43,F,White,Bachelors,Married,Yes
12000,49,F,Black,Bachelors,Divorced,Yes
88000,31,F,White,Bachelors,Married,Yes
70000,29,F,White,Bachelors,Married,Yes
60000,38,F,White,Bachelors,Married,Yes
40000,28,F,Asian,Bachelors,Never Married,Yes
70000,42,F,White,Bachelors,Married,Yes
50181,58,F,White,Bachelors,Married,Yes
27000,48,F,White,Bachelors,Married,Yes
25000,32,F,White,Bachelors,Married,Yes
25000,64,F,White,Bachelors,Married,Yes
32000,33,F,Black,Bachelors,Never Married,Yes
25000,28,F,White,Bachelors,Married,Yes
83000,37,F,White,Bachelors,Married,Yes
92000,33,F,White,Bachelors,Married,Yes
50000,23,F,White,Bachelors,Never Married,Yes
40000,29,F,White,Bachelors,Never Married,Yes
35000,61,F,White,Bachelors,Married,Yes
55000,57,F,White,Bachelors,Married,Yes
25000,27,F,White,Bachelors,Married,Yes
50000,43,F,White,Bachelors,Never Married,Yes
27000,44,F,Asian,Bachelors,Married,Yes
3500,30,F,Asian,Bachelors,Married,No
13000,50,F,White,Bachelors,Divorced,Yes
7500,34,F,White,Bachelors,Married,Yes
130000,41,F,Hispanic,Bachelors,Married,Yes
70000,38,F,White,Bachelors,Never Married,Yes
120000,29,F,Asian,Bachelors,Never Married,Yes
10400,38,F,Hispanic,Bachelors,Never Married,Yes
29000,29,F,White,Bachelors,Married,Yes
40000,38,F,White,Bachelors,Married,Yes
6000,47,F,White,Bachelors,Married,Yes
27000,23,F,White,Bachelors,Never Married,Yes
26240,55,F,White,Bachelors,Married,Yes
70000,58,F,White,Bachelors,Married,Yes
80000,25,F,White,Bachelors,Never Married,Yes
60000,53,F,White,Bachelors,Married,Yes
16900,39,F,White,Bachelors,Married,Yes
60000,29,F,White,Bachelors,Married,Yes
54000,25,F,White,Bachelors,Never Married,Yes
39000,54,F,Black,Bachelors,Divorced,No
25000,53,F,White,Bachelors,Married,Yes
6000,29,F,White,Bachelors,Married,Yes
40000,46,F,White,Bachelors,Never Married,Yes
1.00E+05,31,F,White,Bachelors,Never Married,Yes
51000,49,F,White,Bachelors,Married,Yes
6000,35,F,White,Bachelors,Married,No
19000,36,F,White,Bachelors,Never Married,Yes
65000,37,F,White,Bachelors,Married,Yes
65000,45,F,White,Bachelors,Never Married,Yes
56000,24,F,Asian,Bachelors,Never Married,Yes
14000,61,F,White,Bachelors,Married,Yes
36000,23,F,White,Bachelors,Married,Yes
28000,26,F,White,Bachelors,Married,Yes
90000,23,F,White,Bachelors,Never Married,Yes
10200,47,F,Asian,Bachelors,Married,Yes
30000,39,F,Black,Bachelors,Married,Yes
55000,30,F,Black,Bachelors,Never Married,Yes
60000,57,F,Black,Bachelors,Never Married,Yes
6000,23,F,White,Bachelors,Never Married,Yes
1.00E+05,43,F,Black,Bachelors,Married,Yes
40000,61,F,White,Bachelors,Divorced,Yes
56000,35,F,White,Bachelors,Married,Yes
55000,28,F,Black,Bachelors,Never Married,Yes
28000,46,F,White,Bachelors,Married,Yes
25000,22,F,White,Bachelors,Never Married,Yes
43980,28,F,White,Bachelors,Married,Yes
23000,50,F,White,Bachelors,Married,Yes
21000,40,F,Hispanic,Bachelors,Married,Yes
30000,31,F,White,Bachelors,Married,Yes
36000,49,F,White,Bachelors,Divorced,Yes
9035,61,F,White,Bachelors,Never Married,Yes
46200,30,F,Asian,Bachelors,Married,Yes
27000,57,F,Black,Bachelors,Divorced,Yes
9000,43,F,White,Bachelors,Married,No
26000,23,F,White,Bachelors,Never Married,Yes
525,30,F,White,Bachelors,Married,No
25000,32,F,Black,Bachelors,Never Married,Yes
1.00E+05,56,F,Asian,Bachelors,Divorced,Yes
55000,28,F,White,Bachelors,Never Married,Yes
125000,29,F,Black,Bachelors,Never Married,Yes
25000,50,F,White,Bachelors,Married,Yes
1500,25,F,Hispanic,Bachelors,Never Married,Yes
48000,27,F,White,Bachelors,Never Married,Yes
29000,41,F,White,Bachelors,Married,Yes
1.00E+05,37,F,White,Bachelors,Married,Yes
15000,64,F,Black,Bachelors,Divorced,No
41000,51,F,Black,Bachelors,Married,Yes
90000,42,F,White,Bachelors,Divorced,No
130000,43,F,White,Bachelors,Married,Yes
58000,33,F,Hispanic,Bachelors,Married,Yes
90000,40,F,White,Bachelors,Never Married,Yes
55000,54,F,White,Bachelors,Separated,Yes
73000,30,F,White,Bachelors,Married,Yes
32420,25,F,White,Bachelors,Married,Yes
30000,32,F,Asian,Bachelors,Married,No
12000,56,F,White,Bachelors,Married,Yes
125000,40,F,Hispanic,Bachelors,Married,Yes
28000,52,F,Black,Bachelors,Never Married,Yes
140000,54,F,White,Bachelors,Divorced,Yes
50000,42,F,Hispanic,Bachelors,Married,Yes
85000,32,F,White,Bachelors,Married,Yes
96000,58,F,White,Bachelors,Married,Yes
40000,26,F,White,Bachelors,Never Married,Yes
17331,24,F,Black,Bachelors,Never Married,Yes
50000,57,F,Asian,Bachelors,Never Married,Yes
52000,46,F,White,Bachelors,Married,Yes
42000,33,F,White,Bachelors,Never Married,Yes
35000,47,F,Hispanic,Bachelors,Married,Yes
40000,54,F,White,Bachelors,Married,Yes
18000,35,F,Hispanic,Bachelors,Never Married,Yes
40000,40,F,White,Bachelors,Married,Yes
48000,28,F,White,Bachelors,Never Married,Yes
72001,30,F,White,Bachelors,Married,Yes
36000,44,F,White,Bachelors,Married,Yes
40000,32,F,White,Bachelors,Never Married,Yes
40000,32,F,Asian,Bachelors,Never Married,Yes
90000,25,F,White,Bachelors,Never Married,Yes
27600,61,F,Black,Bachelors,Never Married,Yes
23000,27,F,Hispanic,Bachelors,Never Married,Yes
50000,51,F,Black,Bachelors,Never Married,Yes
60000,61,F,White,Bachelors,Divorced,Yes
16700,24,F,Hispanic,Bachelors,Married,Yes
130000,80,F,White,Bachelors,Married,Yes
50000,38,F,White,Bachelors,Divorced,Yes
31000,27,F,Black,Bachelors,Married,Yes
57000,28,F,White,Bachelors,Never Married,Yes
8000,36,F,Hispanic,Bachelors,Divorced,Yes
16000,43,F,Hispanic,Bachelors,Married,Yes
7500,19,F,White,Bachelors,Never Married,Yes
17000,48,F,White,Bachelors,Married,Yes
45000,29,F,White,Bachelors,Married,Yes
50000,37,F,White,Bachelors,Married,Yes
41000,39,F,Hispanic,Bachelors,Married,Yes
74000,45,F,Black,Bachelors,Divorced,Yes
1.00E+05,48,F,Asian,Bachelors,Married,Yes
70000,24,F,White,Bachelors,Never Married,Yes
42000,32,F,Black,Bachelors,Never Married,Yes
35631,57,F,Asian,Bachelors,Married,Yes
50000,31,F,White,Bachelors,Never Married,Yes
90000,64,F,White,Bachelors,Married,Yes
60000,54,F,White,Bachelors,Married,Yes
3000,40,F,White,Bachelors,Married,Yes
50000,30,F,Black,Bachelors,Married,Yes
3000,71,F,White,Bachelors,Widowed,Yes
44000,24,F,Black,Bachelors,Never Married,Yes
51000,63,F,White,Bachelors,Widowed,Yes
105000,34,F,White,Bachelors,Married,Yes
150000,43,F,White,Bachelors,Married,Yes
4526,69,F,Hispanic,Bachelors,Married,No
31000,36,F,White,Bachelors,Married,Yes
20000,36,F,White,Bachelors,Divorced,Yes
90000,39,F,White,Bachelors,Married,Yes
30000,70,F,Black,Bachelors,Divorced,Yes
47500,39,F,White,Bachelors,Divorced,Yes
125000,61,F,White,Bachelors,Married,Yes
30000,53,F,White,Bachelors,Married,Yes
80000,48,F,Hispanic,Bachelors,Never Married,Yes
22400,23,F,White,Bachelors,Married,Yes
42000,57,F,Hispanic,Bachelors,Married,Yes
65000,53,F,White,Bachelors,Married,Yes
110000,35,F,White,Bachelors,Married,Yes
50000,26,F,White,Bachelors,Married,Yes
83000,51,F,Asian,Bachelors,Married,Yes
28000,26,F,White,Bachelors,Never Married,Yes
15000,42,F,White,Bachelors,Married,Yes
65000,28,F,White,Bachelors,Married,Yes
82500,37,F,White,Bachelors,Married,Yes
120000,39,F,White,Bachelors,Married,Yes
25000,38,F,White,Bachelors,Married,Yes
42000,34,F,Hispanic,Bachelors,Divorced,Yes
14474,71,F,Asian,Bachelors,Widowed,Yes
35000,28,F,White,Bachelors,Never Married,Yes
31000,55,F,White,Bachelors,Never Married,Yes
90000,57,F,White,Bachelors,Married,Yes
9750,24,F,White,Bachelors,Never Married,Yes
11200,56,F,White,Bachelors,Married,Yes
105000,44,F,Black,Bachelors,Never Married,Yes
38000,52,F,White,Bachelors,Married,Yes
46000,39,F,White,Bachelors,Married,Yes
22000,47,F,White,Bachelors,Never Married,Yes
117000,27,F,White,Bachelors,Never Married,Yes
60000,37,F,Black,Bachelors,Divorced,Yes
75000,46,F,Asian,Bachelors,Married,Yes
40000,26,F,White,Bachelors,Married,Yes
38000,32,F,White,Bachelors,Never Married,Yes
16000,24,F,White,Bachelors,Never Married,Yes
36000,37,F,White,Bachelors,Married,Yes
48000,27,F,White,Bachelors,Never Married,Yes
41000,56,F,Black,Bachelors,Married,Yes
77000,46,F,White,Bachelors,Never Married,Yes
80000,46,F,White,Bachelors,Divorced,Yes
51000,69,F,Black,Bachelors,Divorced,Yes
75000,44,F,White,Bachelors,Divorced,Yes
1000,48,F,White,Bachelors,Married,Yes
47000,30,F,Black,Bachelors,Never Married,Yes
112000,41,F,White,Bachelors,Married,Yes
95000,40,F,White,Bachelors,Married,Yes
69000,44,F,White,Bachelors,Married,Yes
150000,67,F,Asian,Bachelors,Married,Yes
27600,25,F,White,Bachelors,Never Married,Yes
32000,54,F,Black,Bachelors,Married,Yes
54000,66,F,Hispanic,Bachelors,Married,Yes
28000,38,F,White,Bachelors,Married,Yes
80080,59,F,Asian,Bachelors,Married,Yes
22000,26,F,White,Bachelors,Married,Yes
120000,57,F,White,Bachelors,Married,Yes
54000,35,F,White,Bachelors,Married,Yes
60000,70,F,White,Bachelors,Never Married,Yes
48000,74,F,White,Bachelors,Married,No
55000,34,F,White,Bachelors,Married,No
50000,33,F,White,Bachelors,Married,Yes
52000,51,F,White,Bachelors,Married,Yes
130000,50,F,White,Bachelors,Married,Yes
600,53,F,White,Bachelors,Married,Yes
18000,21,F,White,Bachelors,Never Married,Yes
71000,50,F,White,Bachelors,Married,Yes
50000,63,F,White,Bachelors,Married,Yes
7200,26,F,Asian,Bachelors,Married,Yes
88000,62,F,White,Bachelors,Married,Yes
44000,36,F,White,Bachelors,Married,Yes
10000,50,F,Asian,Bachelors,Married,Yes
1.00E+05,63,F,White,Bachelors,Married,Yes
137500,58,F,White,Bachelors,Married,Yes
30000,47,F,White,Bachelors,Married,Yes
54000,29,F,White,Bachelors,Divorced,Yes
48000,52,F,White,Bachelors,Divorced,Yes
3600,33,F,Black,Bachelors,Married,No
130000,46,F,White,Bachelors,Married,Yes
60000,35,F,Black,Bachelors,Never Married,Yes
130000,55,F,White,Bachelors,Married,Yes
49000,30,F,Black,Bachelors,Divorced,Yes
43500,41,F,White,Bachelors,Married,Yes
28000,23,F,Asian,Bachelors,Never Married,Yes
